kode	uraian	vol	sat	hargasat	jumlah	kdblokir	sdana
	    -     Cetak pedoman PKL, 20 mhs  [35 EKS x 1 KL]	35	EKS	25000	875000		
	 >> Prodi Teknik Imaging Diagnostik	0		0	375000		
	    -     Cetak  pedoman PKL, 7 mhs  [15 EKS x 1 KL]	15	EKS	25000	375000		
	 >> Prodi TGM	0		0	250000		
	    -     Cetak buku pedoman 5 mhs  [10 EKS x 1 KL]	10	EKS	25000	250000		
     525115	Belanja Perjalanan	0		0	17080000		F
	> Semester II	0		0	17080000		
	 >> Prodi Kebidanan	0		0	8080000		
	    -     Uang harian pembimbing / dosen  [8 TEMP x 2 ORG x 1 HR]	16	OH	255000	4080000		
	    -     Transport  [2 ORG x 8 TMP]	16	ORG	250000	4000000		
	 >> Prodi Keperawatan	0		0	3000000		
	    -     Uang harian pembimbing / dosen  [5 TEMP x 1 ORG x 1 HR]	5	OH	350000	1750000		
	    -     Transport  [1 ORG x 5 TMP]	5	KGT	250000	1250000		
	 >> Prodi Teknik Imaging Diagnostik	0		0	4800000		
	    -     Uang harian pembimbing / dosen  [8 TEMP x 1 ORG x 1 HR]	8	OH	350000	2800000		
	    -     Transport  [1 ORG x 8 TMP]	8	ORG	250000	2000000		
	 >> Prodi TGM	0		0	1200000		
	    -     Uang harian pembimbing / dosen  [2 TEMP x 1 ORG x 1 HR]	2	OH	350000	700000		
	    -     Transport  [1 ORG x 2 TMP]	2	KGT	250000	500000		
     525119	Belanja Penyediaan Barang dan Jasa BLU Lainnya	0		0	22500000		F
	    -     Biaya lahan praktek mahasiswa  [150 MHS x 2 BLN]	300	OB	50000	15000000		
	    -     Biaya lahan magang / internship  [150 MHS x 1 KL]	150	MHS	50000	7500000		
   054	Pelaksanaan Ujian	0		0	871595000		
      A	PRODI D III KEBIDANAN SEMARANG	0		0	22520000		
     525111	Belanja Gaji dan Tunjangan	0		0	11400000		F
	    -     Honor DTT penguji PPK III (CI)Tahap I  [46 MHS x 1 KL x 1 OR]	46	OK	100000	4600000		
	    -     Honor pembuatan soal DTT  [2 MK x 2 SMT]	4	MK	230000	920000		
	    -     Honor koreksi soal DTT  [2 MK x 2 SMT x 147 MHS]	588	OS	10000	5880000		
     525112	Belanja Barang	0		0	8120000		F
	    -     Fotocopy soal UAS  [10 MK x 2 LBR x 145 MHS x 2 SMT]	5800	LBR	200	1160000		
	    -     Cetak sertifikat PPK III  [46 EX x 1 KL]	46	EX	10000	460000		
	    -     Konsumsi PPK 3 tahap 2  [10 OR x 2 KL]	20	OK	25000	500000		
	    -     Konsumsi ujian LTA  [3 OR x 2 KL x 50 MHSW]	300	OK	20000	6000000		
     525115	Belanja Perjalanan	0		0	3000000		F
	    -     Transport  penguji PPK III  [10 OR x 1 KL x 1 SMT]	10	OK	100000	1000000		
	    -     Uang harian penguji PPK III  [10 OR x 1 KL x 1 SMT]	10	OK	200000	2000000		
      B	PRODI D-III KEBIDANAN MAGELANG	0		0	20434000		
     525111	Belanja Gaji dan Tunjangan	0		0	8940000		F
	    -     Honor penguji PPK III Tahap I  [39 MHSW x 1 KL x 1 OR]	39	OK	100000	3900000		
	    -     Honor pembuatan soal DTT  [8 MK x 2 SMT]	16	MK	150000	2400000		
	    -     Honor koreksi soal DTT  [132 MHSW x 2 SMT]	264	OS	10000	2640000		
     525112	Belanja Barang	0		0	8494000		F
	    -     Konsumsi PPK 3 tahap 2  [20 OR x 2 KL]	40	OK	25000	1000000		
	    -     Fotocopy soal UAS  [10 MK x 2 LBR x 138 MHS x 2 SMT]	5520	LBR	200	1104000		
	    -     Cetak sertifikat PPK III  [39 EX x 1 KL]	39	EX	10000	390000		
	    -     Konsumsi ujian LTA  [3 OR x 2 KL x 50 MHSW]	300	OK	20000	6000000		
     525115	Belanja Perjalanan	0		0	3000000		F
	    -     Uang harian penguji PPK III  [10 OR x 1 SMT x 1 KL]	10	OK	200000	2000000		
	    -     Transport penguji PPK III  [10 OR x 1 KL x 1 SMT]	10	OK	100000	1000000		
      C	PRODI D III KEBIDANAN PURWOKERTO	0		0	23800000		
     525111	Belanja Gaji dan Tunjangan	0		0	13000000		F
	    -     Honor penguji PPK III Tahap I  [56 MHSW x 1 KL x 1 OR]	56	OK	100000	5600000		
	    -     Honor pembuatan soal DTT  [4 MK x 2 SMT]	8	MK	150000	1200000		
	    -     Honor koreksi soal DTT  [4 MK x 1 SMT x 155 MHS]	620	OS	10000	6200000		
     525112	Belanja Barang	0		0	8800000		F
	    -     Konsumsi PPK 3 tahap 2  [20 OR x 2 KL]	40	OK	25000	1000000		
	    -     Fotocopy soal UAS  [10 MK x 2 LBR x 155 MHS x 2 SMT]	6200	LBR	200	1240000		
	    -     Cetak sertifikat PPK  III  [56 EX x 1 KL]	56	EX	10000	560000		
	    -     Konsumsi ujian LTA  [3 OR x 2 KL x 50 MHSW]	300	OK	20000	6000000		
     525115	Belanja Perjalanan	0		0	2000000		F
	    -     Transport penguji PPK III  [10 OR x 1 SMT x 2 KL]	20	OK	100000	2000000		
      D	PRODI DIII KEBIDANAN BLORA	0		0	37434000		
     525111	Belanja Gaji dan Tunjangan	0		0	27260000		F
	    -     Honor penguji PPK III Tahap I  [47 MHSW x 1 KL x 1 OR]	47	OK	100000	4700000		
	    -     Honor pembuatan soal DTT  [8 MK x 5 SMT]	40	MK	150000	6000000		
	    -     Honor koreksi soal DTT  [6 MK x 2 SMT x 138 MHS]	1656	OS	10000	16560000		
     525112	Belanja Barang	0		0	8574000		F
	    -     Fotocopy soal UAS  [10 MK x 2 LBR x 138 MHS x 2 SMT]	5520	LBR	200	1104000		
	    -     Konsumsi PPK 3 tahap 2  [20 OR x 2 KL]	40	OK	25000	1000000		
	    -     Cetak sertifikat PPK  III  [47 EX x 1 KL]	47	EX	10000	470000		
	    -     Konsumsi ujian LTA  [3 OR x 2 KL x 50 MHSW]	300	OK	20000	6000000		
     525115	Belanja Perjalanan	0		0	1600000		F
	    -     Transport penguji PPK  III  [8 OR x 2 KL x 1 TH]	16	OK	100000	1600000		
      E	PRODI SARJANA TERAPAN KEBIDANAN SEMARANG	0		0	28580000		
     525111	Belanja Gaji dan Tunjangan	0		0	13280000		F
	    -     Honor DTT penguji PPK III Tahap I ( CI)  [42 MHSW x 1 KL x 1 OR]	42	OK	100000	4200000		
	    -     Honor pembuatan soal DTT  [4 MK x 2 SMT]	8	MK	150000	1200000		
	    -     Honor koreksi soal DTT  [2 MK x 2 SMT x 197 MHS]	788	OS	10000	7880000		
     525112	Belanja Barang	0		0	12300000		F
	    -     Fotocopy soal UAS  [10 MK x 5 LBR x 170 MHS x 2 SMT]	17000	LBR	200	3400000		
	    -     Konsumsi PPK 3 tahap 2  [20 OR x 2 KL]	40	OK	30000	1200000		
	    -     Cetak sertifikat PPK I, II dan III  [170 EX x 1 KL]	170	EX	10000	1700000		
	    -     Konsumsi ujian Skripsi  [3 OR x 2 KL x 50 MHSW]	300	OK	20000	6000000		
     525115	Belanja Perjalanan	0		0	3000000		F
	    -     Uang harian penguji PPK III  [10 OR x 1 KL]	10	OK	200000	2000000		
	    -     Transport penguji PPK III  [10 OR x 1 KL]	10	OK	100000	1000000		
      F	PRODI SARJANA TERAPAN KEBIDANAN MAGELANG	0		0	28508000		
     525111	Belanja Gaji dan Tunjangan	0		0	13660000		F
	    -     Honor penguji PPK III Tahap I  [43 MHSW x 1 KL x 1 OR]	43	OK	100000	4300000		
	    -     Honor pembuatan soal DTT  [12 MK x 2 SMT]	24	MK	150000	3600000		
	    -     Honor koreksi soal DTT  [12 MK x 2 SMT x 24 MHS]	576	OS	10000	5760000		
     525112	Belanja Barang	0		0	8848000		F
	    -     Fotocopy soal UAS  [9 MK x 2 LBR x 197 MHS x 2 SMT]	7092	LBR	200	1418000		
	    -     Konsumsi PPK 3 tahap 2  [20 OR x 2 KL]	40	OK	25000	1000000		
	    -     Cetak sertifikat PPK  III  [43 EX x 1 KL]	43	EX	10000	430000		
	    -     Konsumsi ujian Skripsi  [3 OR x 2 KL x 50 MHSW]	300	OK	20000	6000000		
     525115	Belanja Perjalanan	0		0	6000000		F
	    -     Uang harian dan Transport penguji PPK III  [10 OR x 1 SMT x 2 KL]	20	OK	300000	6000000		
      I	PRODI D IV KEBIDANAN ALIH JENJANG SEMARANG	0		0	8718000		
     525111	Belanja Gaji dan Tunjangan	0		0	1950000		F
	    -     Honor pembuatan soal  [3 MK x 1 SMT]	3	OK	150000	450000		
	    -     Honor koreksi soal  [3 MK x 1 SMT x 50 OR]	150	OK	10000	1500000		
     525112	Belanja Barang	0		0	6768000		F
	    -     Fotocopy soal UTS dan UAS Smt Genap  [2 MK x 2 LBR x 55 MHSW x 2 KL]	440	LBR	200	88000		
	    -     Fotocopy soal UTS dan UAS Smt Ganjil  [2 MK x 2 LBR x 50 MHSW x 2 KL]	400	LBR	200	80000		
	    -     Konsumsi ujian Skripsi  [3 OR x 2 KL x 55 MHSW]	330	OK	20000	6600000		
      J	PRODI D IV KEBIDANAN KERJASAMA ALUMNI BIDAN MAGELANG	0		0	6961000		
     525111	Belanja Gaji dan Tunjangan	0		0	1950000		F
	    -     Honor pembuatan soal  [3 MK x 1 SMT]	3	OK	150000	450000		
	    -     Honor koreksi soal  [3 MK x 1 SMT x 50 OR]	150	OK	10000	1500000		
     525112	Belanja Barang	0		0	5011000		F
	    -     Pembuatan buku panduan skripsi  [85 DUS x 1 KL x 1 SMT]	85	OK	15000	1275000		
	    -     Fotocopy soal UTS dan UAS Smt Genap dan ganjil  [4 MK x 5 LBR x 52 MHSW x 2 KL]	2080	LBR	200	416000		
	    -     Konsumsi ujian Skripsi  [3 OR x 1 KL x 54 MHSW]	162	OK	20000	3240000		
	    -     Fotocopy soal UTS dan UAS Smt ganjil  [2 MK x 2 LBR x 50 MHSW x 2 KL]	400	LBR	200	80000		
      K	PRODI PROFESI BIDAN SEMARANG	0		0	2600000		
     525111	Belanja Gaji dan Tunjangan	0		0	2400000		F
	    -     Honor koreksi soal UAS smt ganjil  [50 OR x 1 SMT x 3 KLS]	150	OK	10000	1500000		
	    -     Honor pembuatan soal smt ganjil  [2 MK x 1 SMT x 3 KL]	6	OK	150000	900000		
     525112	Belanja Barang	0		0	200000		F
	    -     Penggandaan soal UTS danUAS smt ganjil  [500 EX x 1 SMT x 2 KL]	1000	OK	200	200000		
      O	PRODI SARJANA TERAPAN KEBIDANAN ALIH JENJANG IBI KOTA SEMARANG	0		0	13164000		
     525111	Belanja Gaji dan Tunjangan	0		0	2360000		F
	    -     Honor koreksi soal UAS  [44 OR x 4 MK x 1 SMT]	176	OK	10000	1760000		
	    -     Honor pembuatan soal UAS  [4 MK x 1 SMT]	4	OK	150000	600000		
     525112	Belanja Barang	0		0	4804000		F
	    -     Penggandaan soal UTS  [30 EX x 44 OR x 4 MK]	5280	EX	200	1056000		
	    -     Konsumsi ujian Skripsi  [3 OR x 1 KL x 39 MHSW]	117	OK	20000	2340000		
	    -     Penggandaan soal UAS  [40 EX x 44 OR x 4 MK]	7040	EX	200	1408000		
     525115	Belanja Perjalanan	0		0	6000000		F
	    -     Uang harian supervisi penguji  [20 OR x 1 KL]	20	OK	200000	4000000		
	    -     TRansport supervisi penguji  [20 OR x 1 KL]	20	OK	100000	2000000		
      P	PRODI SARJANA TERAPAN KEBIDANAN ALIH JENJANG IBI KOTA PEKALONGAN	0		0	20640000		
     525111	Belanja Gaji dan Tunjangan	0		0	3000000		F
	    -     Honor koreksi soal UAS  [60 OR x 4 MK x 1 SMT]	240	OK	10000	2400000		
	    -     Honor pembuatan soal UAS  [4 MK x 1 SMT]	4	OK	150000	600000		
     525112	Belanja Barang	0		0	8640000		F
	    -     Konsumsi ujian Skripsi  [3 OR x 2 KL x 56 MHSW]	336	OK	20000	6720000		
	    -     Penggandaan soal UAS  [40 EX x 60 OR x 4 MK]	9600	EX	200	1920000		
     525115	Belanja Perjalanan	0		0	9000000		F
	    -     Uang harian supervisi penguji  [20 OR x 1 KL]	20	OK	250000	5000000		
	    -     TRansport supervisi penguji  [20 OR x 1 KL]	20	OK	200000	4000000		
      Q	PRODI SARJANA TERAPAN KEBIDANAN IBI BANYUMAS	0		0	19608000		
     525111	Belanja Gaji dan Tunjangan	0		0	2760000		F
	    -     Honor koreksi soal UAS  [54 OR x 4 MK x 1 SMT]	216	OK	10000	2160000		
	    -     Honor pembuatan soal UAS  [4 MK x 1 SMT]	4	OK	150000	600000		
     525112	Belanja Barang	0		0	7848000		F
	    -     Konsumsi ujian Skripsi  [3 OR x 2 KL x 51 MHSW]	306	OK	20000	6120000		
	    -     Penggandaan soal UAS  [40 EX x 54 OR x 4 MK]	8640	EX	200	1728000		
     525115	Belanja Perjalanan	0		0	9000000		F
	    -     Uang harian supervisi penguji  [20 OR x 1 KL]	20	OK	250000	5000000		
	    -     TRansport supervisi penguji  [20 OR x 1 KL]	20	OK	200000	4000000		
     AA	UJIAN UAS/UTS MAGISTER TERAPAN KESEHATAN	0		0	196608000		
     525111	Belanja Gaji dan Tunjangan	0		0	195600000		F
	    -     Honor Pembuatan soal DTT  [13 MK x 2 SMT x 4 PROD]	104	OK	150000	15600000		
	    -     honor koreksi soal DTT  [150 MHS x 2 KL x 12 MK]	3600	OK	50000	180000000		
     525112	Belanja Barang	0		0	1008000		F
	    -     Biaya fotocopy bahan ujian  [210 MHS x 2 KL x 6 MK x 2 LB]	5040	LB	200	1008000		
     AB	UJIAN THESIS MAGISTER TERAPAN KESEHATAN	0		0	442020000		
     525111	Belanja Gaji dan Tunjangan	0		0	370750000		F
	    -     Honor pembimbing Utama tesis (jml mhs 137)  [85 MHS x 1 PT]	85	MHS	1500000	127500000		
	    -     Honor pembimbing Pendamping (jml mhs 137)  [85 MHS x 1 PT]	85	MHS	1250000	106250000		
	    -     Honor Ujian Seminar Proposal (penguji 3 org)  [137 MHS x 2 OR]	274	OK	100000	27400000		
	    -     Honor Ujian Seminar Hasil (penguji 2 org)  [137 MHS x 1 OR]	137	OK	200000	27400000		
	    -     Honor Ujian Tesis (penguji 4 org)  [137 MHS x 2 OR]	274	OK	300000	82200000		
     525112	Belanja Barang	0		0	28770000		F
	    -     Konsumsi ujian seminar proposal  [5 BH x 137 MHS]	685	OR	15000	10275000		
	    -     Konsumsi seminar hasil  [3 BH x 137 MHS]	411	OR	15000	6165000		
	    -     Konsumsi  ujian tesis  [6 BH x 137 MHS]	822	OR	15000	12330000		
     525115	Belanja Perjalanan	0		0	42500000		F
	    -     Uang harian penguji luar kota  [5 OR x 2 KL x 2 HR]	20	OH	350000	7000000		
	    -     Transport penguji luar kota dalam propinsi  [5 OR x 2 KL]	10	OK	250000	2500000		
	    -     Transport penguji luar kota luar propinsi  [5 OR x 2 KL x 1 PP]	10	OK	2000000	20000000		
	    -     Biaya akomodasi penguji luar kota luar propinsi  [5 OR x 2 ML x 2 KL]	20	OK	650000	13000000		
5034.501.003	Mahasiswa yang Dididik pada Jurusan Keperawatan Gigi	0		0	1090773000		
   051	Pelaksanaan  Persiapan	0		0	102380000		
      A	Prodi D III Keperawatan Gigi	0		0	14490000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	3040000		F
	> Workshop reviu kurikulum	0		0	3040000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 50 LBR x 3 MTR]	2250	LBR	200	450000		
	 >> Persiapan pra klinik	0		0	1000000		
	    -     Konsumsi capping day	40	OR	25000	1000000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      B	Prodi D IV Keperawatan Gigi	0		0	13970000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	2520000		F
	> Workshop reviu kurikulum	0		0	2520000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	750000		
	    -     Konsumsi capping day	30	OR	25000	750000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      C	D IV Kelas Alih Jenjang	0		0	13970000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	2520000		F
	> Workshop reviu kurikulum	0		0	2520000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	750000		
	    -     Konsumsi capping day	30	OR	25000	750000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      D	Manajemen Jurusan	0		0	59950000		
     525111	Belanja Gaji dan Tunjangan	0		0	3600000		F
	> Kuliah pakar	0		0	3600000		
	    -     Honor narasumber  [1 OR x 4 JAM x 1 KL]	4	OK	900000	3600000		
     525112	Belanja Barang	0		0	45000000		F
	> Kuliah pakar	0		0	45000000		
	    -     Konsumsi	1800	OK	25000	45000000		
     525113	Belanja Jasa	0		0	10000000		F
	> Kuliah pakar	0		0	10000000		
	    -     Sewa gedung  [1 PT x 2 KL]	2	OK	5000000	10000000		
     525115	Belanja Perjalanan	0		0	1350000		F
	> Kuliah pakar	0		0	1350000		
	    -     Transport narasumber  [1 OR x 1 PP]	1	OK	350000	350000		
	    -     Penginapan narasumber  [1 OR x 2 KL x 1 MLM]	2	OK	500000	1000000		
   052	Pembelajaran Teori dan Praktikum	0		0	460650000		
      A	Prodi D III Keperawatan Gigi	0		0	119400000		
     525111	Belanja Gaji dan Tunjangan	0		0	100000000		F
	    -     Honor Dosen Tidak Tetap  [5 DTT x 16 TM x 5 SKS]	400	OK	250000	100000000		
     525112	Belanja Barang	0		0	5000000		F
	    -     Penggandaan Modul  [1 PKT x 2 SMT]	2	PKT	2500000	5000000		
     525115	Belanja Perjalanan	0		0	14400000		F
	    -     Transport DTT  [6 DTT x 16 TM]	96	OK	150000	14400000		
      B	PRODI D-IV KEPERAWATAN GIGI	0		0	116400000		
     525111	Belanja Gaji dan Tunjangan	0		0	100000000		F
	    -     Honor DTT  [5 DTT x 16 MK x 5 SKS]	400	OK	250000	100000000		
     525112	Belanja Barang	0		0	2000000		F
	    -     Penggandaan Modul  [1 PKT x 2 SMT]	2	EX	1000000	2000000		
     525115	Belanja Perjalanan	0		0	14400000		F
	    -     Transport DTT  [6 DTT x 16 TM]	96	OK	150000	14400000		
      C	D IV Alih Jenjang	0		0	61800000		
     525111	Belanja Gaji dan Tunjangan	0		0	52500000		F
	    -     Honor DTT  [3 DTT x 14 MK x 5 SKS]	210	OK	250000	52500000		
     525112	Belanja Barang	0		0	3000000		F
	    -     Penggandaan Modul  [1 PKT x 2 SMT]	2	EX	1500000	3000000		
     525115	Belanja Perjalanan	0		0	6300000		F
	    -     Transport DTT  [3 DTT x 14 TM]	42	OK	150000	6300000		
      D	MANAJEMEN JURUSAN	0		0	163050000		
     525111	Belanja Gaji dan Tunjangan	0		0	1800000		F
	    -     Honor Narasumber APR  [1 ORG x 2 JAM]	2	OJ	900000	1800000		
     525112	Belanja Barang	0		0	11250000		F
	    -     Cetak Jurnal Jurusan Keperawatan Gigi  [75 EX x 2 KL]	150	EX	50000	7500000		
	    -     Buku Panduan BK  [150 EX x 1 KL]	150	EX	25000	3750000		
     525129	Belanja Barang Persediaan Lainnya - BLU	0		0	150000000		F
	    -     ATK	1	PT	75000000	75000000		
	    -     Bahan Praktek	1	PT	75000000	75000000		
   053	Praktek Kerja Lapangan	0		0	512898000		
      A	Prodi D III Keperawatan Gigi	0		0	239940000		
     525111	Belanja Gaji dan Tunjangan	0		0	1000000		F
	    -     Narasumber Pembekalan Praktek  [2 ORG x 1 KL]	2	OK	500000	1000000		
     525112	Belanja Barang	0		0	5000000		F
	    -     Konsumsi Rapat Persiapan Praktek  [50 OR x 2 KL]	100	OK	25000	2500000		
	    -     Konsumsi  Pembekalan Praktek  [50 OR x 2 KL]	100	OK	25000	2500000		
     525115	Belanja Perjalanan	0		0	4900000		F
	    -     Uang Harian Supervisi Puskesmas  [2 ORG x 2 KL x 2 PERIO]	8	OH	150000	1200000		
	    -     Transport Supervisi Puskesmas  [2 ORG x 2 KL x 2 PERIO]	8	OH	150000	1200000		
	    -     Uang Harian Supervisi Praktek di Rumah Sakit  [2 OR x 2 KL x 1 HR]	4	OK	150000	600000		
	    -     Transport Supervisi Praktek di Rumah Sakit  [2 OR x 2 KL x 1 PP]	4	OK	150000	600000		
	    -     Transport Supervisi PKL SD  [5 ORG x 2 KL x 2 PERIO]	20	OH	50000	1000000		
	    -     Transport nara sumber pembekalan praktek  [2 OR x 1 PP]	2	OK	150000	300000		
     525119	Belanja Penyediaan Barang dan Jasa BLU Lainnya	0		0	229040000		F
	    -     Biaya PKL di Puskesmas  [56 ORG x 46 HR]	2576	OH	20000	51520000		
	    -     Biaya Pemenuhan Kompetensi Media Komunikasi  [56 MHS x 1 KL]	56	OK	500000	28000000		
	    -     Biaya Pemenuhan Kompetensi Bhs Inggris  [56 MHS x 1 KL]	56	OK	450000	25200000		
	    -     Biaya Pemenuhan Kompetensi PPGD Dental Amergency  [56 MHS x 1 KL]	56	OK	1500000	84000000		
	    -     Biaya PKL di SD  [56 ORG x 40 HR]	2240	OH	18000	40320000		
      B	Prodi D IV Keperawatan Gigi	0		0	234708000		
     525111	Belanja Gaji dan Tunjangan	0		0	2700000		F
	    -     Narasumber Pembekalan Praktek  [3 ORG x 1 KEG]	3	OK	900000	2700000		
     525112	Belanja Barang	0		0	1000000		F
	    -     Konsumsi Rapat Persiapan Praktek  [10 OR x 2 KL]	20	OK	25000	500000		
	    -     Konsumsi  Pembekalan Praktek  [10 OR x 2 KL]	20	OK	25000	500000		
     525115	Belanja Perjalanan	0		0	4100000		F
	    -     Uang Harian Supervisi Puskesmas Komunitas  [2 ORG x 2 KL]	4	OH	150000	600000		
	    -     Transport Supervisi Puskesmas Komunitas  [2 ORG x 2 KL]	4	OH	150000	600000		
	    -     Uang Harian Supervisi Rumah Sakit  [2 ORG x 2 KL]	4	OH	150000	600000		
	    -     Transport Supervisi Rumah Sakit  [2 ORG x 2 KL]	4	OH	150000	600000		
	    -     Uang Harian Supervisi Puskesmas  [2 ORG x 2 KL]	4	OH	150000	600000		
	    -     Transport Supervisi Puskesmas  [2 ORG x 2 KL]	4	OH	150000	600000		
	    -     Transport Supervisi SD  [2 ORG x 2 KL]	4	OH	50000	200000		
	    -     Transport narasumber pembekalan praktek  [3 OR x 1 PP]	3	OK	100000	300000		
     525119	Belanja Penyediaan Barang dan Jasa BLU Lainnya	0		0	226908000		F
	    -     Biaya PKL di Puskesmas Komunitas  [52 ORG x 43 HR]	2236	OH	20000	44720000		
	    -     Biaya PKL Puskesmas  [46 MHS x 40 HR]	1840	OH	20000	36800000		
	    -     Biaya Pemenuhan Kompetensi Bhs Inggris  [46 MHS x 1 KL]	46	OK	450000	20700000		
	    -     Biaya Pemenuhan kompetensi  Media Komunikasi  [46 MHS x 1 KL]	46	OK	500000	23000000		
	    -     Biaya Pemenuhan Kompetensi  UKGS Inovatif  [52 MHS x 1 KL]	52	OK	1500000	78000000		
	    -     Biaya PKL di SD  [47 ORG x 28 HR]	1316	OH	18000	23688000		
      D	Kelas Alih Jenjang	0		0	38250000		
     525112	Belanja Barang	0		0	1950000		F
	    -     Buku Panduan praktek di lapangan  [78 MHS x 1 KL]	78	OK	25000	1950000		
     525115	Belanja Perjalanan	0		0	5100000		F
	    -     Transport Supervisi  [2 DSN x 2 KL]	4	OK	150000	600000		
	    -     Uang harian Supervisi  [10 DSN x 3 KL]	30	OK	150000	4500000		
     525119	Belanja Penyediaan Barang dan Jasa BLU Lainnya	0		0	31200000		F
	    -     Biaya Lahan Praktek Puskesmas  [78 MHS x 20 HR]	1560	OH	20000	31200000		
   054	Pelaksanaan Ujian	0		0	14845000		
      A	Prodi D III Keperawatan Gigi	0		0	9725000		
     525111	Belanja Gaji dan Tunjangan	0		0	5600000		F
	    -     Honor PPK dari Lahan  [56 MHSW x 1 KL]	56	OK	100000	5600000		
     525112	Belanja Barang	0		0	1125000		F
	    -     Konsumsi Rapat Persiapan dan evaluasi Ujian PPK  [15 ORG x 1 KL]	15	OK	25000	375000		
	    -     Konsumsi Rapat Persiapan Ujian Kompetensi  [15 ORG x 1 KL]	15	OK	25000	375000		
	    -     Konsumsi Rapat Evaluasi Ujian Kompetensi  [15 ORG x 1 KL]	15	OK	25000	375000		
     525115	Belanja Perjalanan	0		0	3000000		F
	    -     Transport Penguji PPK dari Lahan  [10 ORG x 2 KL]	20	OK	150000	3000000		
      B	Prodi D IV Keperawatan Gigi	0		0	1000000		
     525112	Belanja Barang	0		0	1000000		F
	    -     Konsumsi Rapat Persiapan Ujian PPK  [10 ORG x 1 KL]	10	OK	25000	250000		
	    -     Konsumsi Rapat Evaluasi Ujian PPK  [10 ORG x 1 KL]	10	OK	25000	250000		
	    -     Konsumsi Rapat Persiapan Ujian Kompetensi  [10 ORG x 1 KL]	10	OK	25000	250000		
	    -     Konsumsi Rapat Evaluasi Ujian Kompetensi  [10 ORG x 1 KL]	10	OK	25000	250000		
      C	Menjemen jurusan	0		0	2120000		
     525112	Belanja Barang	0		0	2120000		F
	    -     Cetak sertifikat PPK I, II dan III  [212 EX x 1 KL]	212	EX	10000	2120000		
      D	D IV Kelas Alih Jenjang	0		0	2000000		
     525112	Belanja Barang	0		0	2000000		F
	    -     Penggandaan Soal Ujian  [1 PKT x 4 KL]	4	PKT	500000	2000000		
5034.501.006	Mahasiswa yang Dididik pada Jurusan Kesehatan Lingkungan	0		0	927318000		
   051	Pelaksanaan Persiapan	0		0	70360000		
      A	PRODI D III KESEHATAN LINGKUNGAN	0		0	16220000		
